OlinkID,epvs_insula_1_nobs,epvs_insula_1_beta,epvs_insula_1_se,epvs_insula_1_pvalue,epvs_insula_1_fdr,cv_percent,UniProt,Assay,Panel,Retain
OID20585,906,0.03714026060179537,0.0358616338256404,0.3006465983097054,0.9953590097212025,73.00236880847226,Q9NRM6,IL17RB,Inflammation,Unique Protein
OID20586,660,-0.00908193280525641,0.038995480368931613,0.8159160358053839,0.9953590097212025,12.046786724702404,P01374,LTA,Inflammation,Unique Protein
OID20587,906,0.01982952988091325,0.033508035337537226,0.5541463329704053,0.9953590097212025,66.58333917511354,Q6ZUJ8,PIK3AP1,Inflammation,Unique Protein
OID20588,906,0.012936437111267105,0.03387561746378418,0.7026417968438606,0.9953590097212025,92.74666276959444,P16455,MGMT,Inflammation,Unique Protein
OID20589,906,-0.0041409196283705456,0.033671429450606756,0.9021507187629332,0.9953590097212025,90.56884703955723,O94992,HEXIM1,Inflammation,Unique Protein
OID20590,906,-0.007453047705779769,0.03251282608886645,0.8187400116379652,0.9953590097212025,100.2382749089628,Q6UXB4,CLEC4G,Inflammation,Unique Protein
OID20591,906,-0.007164942494450492,0.0339098039719824,0.8327064635627202,0.9953590097212025,80.39379509894704,P20783,NTF3,Inflammation,Unique Protein
OID20592,906,-0.008093345304436122,0.03493103668576576,0.8168285635206153,0.9953590097212025,50.56136397496477,O14788,TNFSF11,Inflammation,Unique Protein
OID20593,906,0.03242968408233795,0.03327967502972117,0.33009518007355654,0.9953590097212025,97.41443629626819,Q29980_Q29983,MICB_MICA,Inflammation,Unique Protein
OID20594,906,-0.00755435703462659,0.03363903172354113,0.8223647836810479,0.9953590097212025,101.49166638537316,Q8NDB2,BANK1,Inflammation,Unique Protein
OID20595,906,0.009016211430918753,0.032498466911830524,0.7815109927376743,0.9953590097212025,103.05686744657059,Q8TD46,CD200R1,Inflammation,Unique Protein
OID20596,906,0.07056444706800853,0.0362963437815773,0.05219792917800726,0.9953590097212025,65.31756231097926,P08727,KRT19,Inflammation,Unique Protein
OID20597,906,-0.0061132964866633865,0.03318076150384429,0.8538657107442348,0.9953590097212025,140.8327448120885,Q9HCM2,PLXNA4,Inflammation,Unique Protein
OID20598,906,0.054288396030847515,0.03405705362245515,0.11128393421032376,0.9953590097212025,87.5980153537238,P28827,PTPRM,Inflammation,Unique Protein
